iter	TotalF1	MultiClass
883	0.5961300917	0.8758352976
884	0.5961339604	0.8757454141
885	0.5962600646	0.8756672979
886	0.5963692295	0.8755374449
887	0.596525829	0.8754195455
888	0.5966020992	0.8753498007
889	0.5967524693	0.8752586529
890	0.5968613033	0.8751810807
891	0.5969319786	0.8751128958
892	0.5970419	0.8749908939
893	0.5972347631	0.8748712459
894	0.5971855514	0.8747820457
895	0.5973200002	0.8746354954
896	0.59734127	0.8746006077
897	0.5973307392	0.8745287679
898	0.5974250457	0.8744586089
899	0.5974484024	0.874426723
900	0.5975926516	0.8742897731
901	0.5974849552	0.8742368617
902	0.5976596034	0.8741020009
903	0.5976619554	0.8740369374
904	0.5977580268	0.873896923
905	0.5977998116	0.8738239219
906	0.5976749977	0.8737606614
907	0.5976759973	0.8736959242
908	0.5978491799	0.8736142803
909	0.5979217582	0.8735392254
910	0.5979644934	0.8734886837
911	0.5978716137	0.873398793
912	0.5980113576	0.8733067694
913	0.5980475303	0.8732152655
914	0.5980097294	0.873095714
915	0.5981844403	0.8730279426
916	0.598361928	0.8729412556
917	0.5983954597	0.8728274769
918	0.5983670569	0.872777742
919	0.5985166025	0.8726910686
920	0.5985055802	0.8726328577
921	0.5985292842	0.8725778926
922	0.5986392362	0.8724691604
923	0.5989240344	0.8724145256
924	0.5989278145	0.8723445239
925	0.5990390161	0.8721979217
926	0.5991301471	0.8720649478
927	0.5991186931	0.8719796617
928	0.5990277384	0.8719225017
929	0.5990888071	0.8718390936
930	0.5992092496	0.8716618081
931	0.5991654187	0.8716126402
932	0.5992423384	0.8715153917
933	0.5992732899	0.8714234314
934	0.5995241119	0.8713559154
935	0.5996077605	0.8713043312
936	0.5996880008	0.8711364604
937	0.599811668	0.8710280821
938	0.5998564752	0.8709030107
939	0.6001163274	0.8707488929
940	0.6004391777	0.8706170234
941	0.600443526	0.8705543555
942	0.600388926	0.8704947172
943	0.6003867715	0.8703971953
944	0.6004752177	0.8703451866
945	0.6004883215	0.8702918661
946	0.6005456073	0.8701837043
947	0.6005519101	0.8701483213
948	0.6007147495	0.8699926932
949	0.6007351096	0.8699282871
950	0.6007652409	0.8698583064
951	0.6008234824	0.8697677132
952	0.6008753915	0.8696969055
953	0.6009523131	0.8696192276
954	0.6009621815	0.8695493261
955	0.6009269751	0.8695108759
956	0.6010121294	0.8694379365
957	0.6010256842	0.8693578823
958	0.601127293	0.8693198677
959	0.6010648502	0.8692398965
960	0.6011743307	0.8691870958
961	0.601148157	0.8690926212
962	0.6013350194	0.8690144588
963	0.6013584024	0.8689036451
964	0.6013510395	0.8688567255
965	0.6014268262	0.8687027359
966	0.601542035	0.8686507315
967	0.6017848296	0.8685067782
968	0.6018484736	0.8684398379
969	0.601999948	0.8683275657
970	0.601934422	0.8682684598
971	0.6020002173	0.8681975664
972	0.6021563047	0.8680984301
973	0.6020344092	0.868048437
974	0.6023872822	0.8679093634
975	0.6025680563	0.8677853855
976	0.6025271694	0.8677213414
977	0.6025539121	0.8675931372
978	0.602695631	0.867516624
979	0.6028157904	0.8673753421
980	0.6028813782	0.8673115861
981	0.6029443845	0.8672509304
982	0.6029476731	0.8671954095
983	0.6030750896	0.8670760607
984	0.6032382295	0.86698883
985	0.6033102697	0.8668622271
986	0.6035132732	0.8667497898
987	0.6036094012	0.8666544371
988	0.603619775	0.8665971077
989	0.6037185521	0.8665398982
990	0.6038708016	0.8664535207
991	0.6038272069	0.86635118
992	0.6038876136	0.8662565004
993	0.6039209474	0.8661860964
994	0.6039776279	0.8661384404
995	0.6041019527	0.8660218491
996	0.6040703368	0.8659519153
997	0.6040316376	0.8658831025
998	0.6040915362	0.8658251869
999	0.6042644973	0.865726317
